segment,rows,mae,rmse,mean_orders,mean_pred
high,6975.0,2.98774947500381,4.02611877311688,11.20774193548387,12.137561718667156
low,18528.0,0.343423231254298,0.8822969381999078,0.11544689119170984,0.32234498499545705
medium,23361.0,1.42921865503887,2.2905679373616814,3.0089893412097086,3.3898038280857006
mega,1070.0,4.429316947737679,5.875352517985472,19.955140186915887,21.145961157315117
