location_id,segment_datetime,segment,time_segment,segment_start_hour,orders_count,prediction,error,abs_error,peak_threshold
12,2026-03-07 18:00:00+03:00,medium,dinner,18,17.0,14.214677111998018,-2.785322888001982,2.785322888001982,14.0
115,2026-03-25 11:00:00+03:00,medium,lunch,11,19.0,21.78423479897847,2.7842347989784706,2.7842347989784706,14.0
26,2026-03-05 11:00:00+03:00,medium,lunch,11,21.0,18.229854134265192,-2.7701458657348077,2.7701458657348077,14.0
478,2026-03-21 18:00:00+03:00,low,dinner,18,4.0,6.761903657615209,2.7619036576152087,2.7619036576152087,1.0
131,2026-04-09 18:00:00+03:00,low,dinner,18,3.0,0.24003098776214493,-2.759969012237855,2.759969012237855,1.0
23,2026-03-07 11:00:00+03:00,low,lunch,11,3.0,0.24581061378667535,-2.7541893862133247,2.7541893862133247,1.0
115,2026-02-10 15:00:00+03:00,medium,afternoon,15,14.0,11.251581279704467,-2.7484187202955326,2.7484187202955326,14.0
8,2026-03-20 11:00:00+03:00,high,lunch,11,31.0,33.748035632982315,2.7480356329823152,2.7480356329823152,30.0
14,2026-02-08 11:00:00+03:00,medium,lunch,11,17.0,19.746613297689755,2.7466132976897555,2.7466132976897555,14.0
4,2026-03-04 11:00:00+03:00,high,lunch,11,32.0,29.258570063370048,-2.7414299366299524,2.7414299366299524,30.0
131,2026-03-21 11:00:00+03:00,low,lunch,11,3.0,0.26296448452823196,-2.737035515471768,2.737035515471768,1.0
25,2026-03-23 11:00:00+03:00,medium,lunch,11,15.0,17.724035539231863,2.7240355392318634,2.7240355392318634,14.0
425,2026-03-06 09:00:00+03:00,low,morning,9,3.0,0.2769330616559804,-2.7230669383440196,2.7230669383440196,1.0
11,2026-02-01 00:00:00+03:00,medium,deep_night,0,22.0,24.717261846641364,2.717261846641364,2.717261846641364,14.0
8,2026-03-14 11:00:00+03:00,high,lunch,11,33.0,35.71648393541123,2.716483935411233,2.716483935411233,30.0
25,2026-02-11 11:00:00+03:00,medium,lunch,11,16.0,18.712851709394247,2.712851709394247,2.712851709394247,14.0
4,2026-02-12 11:00:00+03:00,high,lunch,11,33.0,30.288443066690636,-2.711556933309364,2.711556933309364,30.0
115,2026-02-18 11:00:00+03:00,medium,lunch,11,18.0,20.702049920194128,2.7020499201941277,2.7020499201941277,14.0
478,2026-04-10 21:00:00+03:00,low,late_evening,21,1.0,3.700151266314513,2.700151266314513,2.700151266314513,1.0
434,2026-03-28 11:00:00+03:00,medium,lunch,11,16.0,18.696778513889413,2.696778513889413,2.696778513889413,14.0
29,2026-02-08 11:00:00+03:00,high,lunch,11,40.0,42.69535026588555,2.6953502658855513,2.6953502658855513,30.0
121,2026-02-15 15:00:00+03:00,low,afternoon,15,3.0,0.30515317633560723,-2.6948468236643928,2.6948468236643928,1.0
11,2026-03-29 00:00:00+03:00,medium,deep_night,0,21.0,23.693549066242745,2.6935490662427455,2.6935490662427455,14.0
123,2026-03-01 11:00:00+03:00,medium,lunch,11,22.0,24.674901626574854,2.6749016265748544,2.6749016265748544,14.0
131,2026-03-06 15:00:00+03:00,low,afternoon,15,3.0,0.32560513139013825,-2.6743948686098618,2.6743948686098618,1.0
18,2026-03-22 11:00:00+03:00,medium,lunch,11,16.0,18.667369220259783,2.6673692202597827,2.6673692202597827,14.0
17,2026-02-01 11:00:00+03:00,medium,lunch,11,14.0,16.653717708560414,2.6537177085604142,2.6537177085604142,14.0
123,2026-03-18 11:00:00+03:00,medium,lunch,11,27.0,29.651214149507705,2.6512141495077053,2.6512141495077053,14.0
18,2026-01-31 11:00:00+03:00,medium,lunch,11,22.0,19.35393370790421,-2.6460662920957887,2.6460662920957887,14.0
480,2026-04-07 15:00:00+03:00,low,afternoon,15,1.0,3.644305033249192,2.644305033249192,2.644305033249192,1.0
101,2026-03-07 11:00:00+03:00,medium,lunch,11,17.0,19.636569206761962,2.636569206761962,2.636569206761962,14.0
425,2026-04-09 11:00:00+03:00,low,lunch,11,3.0,0.3661899284984935,-2.6338100715015065,2.6338100715015065,1.0
25,2026-03-04 11:00:00+03:00,medium,lunch,11,21.0,18.367010639644747,-2.6329893603552534,2.6329893603552534,14.0
481,2026-04-07 18:00:00+03:00,low,dinner,18,1.0,3.62921099295481,2.62921099295481,2.62921099295481,1.0
131,2026-02-17 15:00:00+03:00,low,afternoon,15,3.0,0.37576305178829017,-2.62423694821171,2.62423694821171,1.0
25,2026-03-31 11:00:00+03:00,medium,lunch,11,16.0,18.622348165069887,2.622348165069887,2.622348165069887,14.0
35,2026-02-24 11:00:00+03:00,high,lunch,11,31.0,28.377864328952015,-2.6221356710479853,2.6221356710479853,30.0
10,2026-04-02 11:00:00+03:00,medium,lunch,11,21.0,18.380307120186686,-2.6196928798133143,2.6196928798133143,14.0
516,2026-04-11 09:00:00+03:00,low,morning,9,10.0,7.381351020909262,-2.6186489790907377,2.6186489790907377,1.0
60,2026-04-11 18:00:00+03:00,low,dinner,18,3.0,0.38638285634975134,-2.6136171436502487,2.6136171436502487,1.0
480,2026-02-24 11:00:00+03:00,low,lunch,11,4.0,1.3893234790707085,-2.6106765209292915,2.6106765209292915,1.0
35,2026-04-04 11:00:00+03:00,high,lunch,11,31.0,33.60898742096922,2.608987420969221,2.608987420969221,30.0
29,2026-01-28 11:00:00+03:00,high,lunch,11,30.0,32.60843434365407,2.608434343654068,2.608434343654068,30.0
60,2026-03-08 15:00:00+03:00,low,afternoon,15,3.0,0.3955111865914347,-2.6044888134085653,2.6044888134085653,1.0
