location_id,segment_datetime,segment,time_segment,orders_count,prediction,error,abs_error,peak_threshold
478,2026-02-05 04:00:00+03:00,low,lunch,0.0,3.090245541915264,3.090245541915264,3.090245541915264,0.0
478,2026-03-17 05:00:00+03:00,low,afternoon,2.0,5.087840546097784,3.087840546097784,3.087840546097784,0.0
434,2026-02-14 04:00:00+03:00,medium,lunch,14.0,10.92245486469919,-3.0775451353008094,3.0775451353008094,11.0
480,2026-03-28 06:00:00+03:00,low,dinner,0.0,3.0742686971638706,3.0742686971638706,3.0742686971638706,0.0
67,2026-02-23 02:00:00+03:00,low,early_morning,0.0,3.0702339799946374,3.0702339799946374,3.0702339799946374,0.0
25,2026-02-14 04:00:00+03:00,medium,lunch,12.0,8.933015201699504,-3.0669847983004956,3.0669847983004956,11.0
516,2026-04-09 07:00:00+03:00,low,late_evening,0.0,3.0651133528806787,3.0651133528806787,3.0651133528806787,0.0
14,2026-03-12 05:00:00+03:00,medium,afternoon,11.0,14.063125119474245,3.063125119474245,3.063125119474245,11.0
115,2026-02-12 04:00:00+03:00,medium,lunch,15.0,11.937726974233971,-3.0622730257660287,3.0622730257660287,11.0
480,2026-03-03 06:00:00+03:00,low,dinner,1.0,4.048449267338327,3.048449267338327,3.048449267338327,0.0
67,2026-03-07 04:00:00+03:00,low,lunch,0.0,3.0456565723320868,3.0456565723320868,3.0456565723320868,0.0
25,2026-02-13 04:00:00+03:00,medium,lunch,13.0,9.954449558528,-3.0455504414720007,3.0455504414720007,11.0
