segment,rows,mae,rmse,mean_orders,mean_pred
high,6701.0,3.0971625421797357,4.153945278472824,10.23533800925235,11.389179204710265
low,20321.0,0.308902866040312,0.8023971633421665,0.0924659219526598,0.2848329279484884
medium,24359.0,1.417801906529536,2.2595547387004,2.546943634796174,3.0157596724876288
mega,982.0,4.475761322987954,5.778191974791594,18.706720977596742,20.222379146065183
