segment,rows,mae,rmse,mean_orders,mean_pred
high,6785.0,2.2525616244408138,3.1135616735669274,7.455858511422255,7.807119494244779
low,18835.0,0.2278750075241726,0.4281607301416861,0.13549243429784974,0.17905008615614235
medium,17233.0,1.0662511319670753,1.8521007661040976,1.679394185574189,1.6575922416304576
mega,6979.0,3.3253986670521534,4.626794572716205,12.858145866169938,13.625993626379588
