segment,rows,mae,rmse,mean_orders,mean_pred
high,6975.0,2.8355431792188512,3.836699727034847,11.20774193548387,11.501000249017304
low,18528.0,0.23459246222669877,0.6711910795209379,0.11544689119170984,0.19427273413994173
medium,23361.0,1.314423859304194,2.169241835712604,3.0089893412097086,2.9802194433175133
mega,1070.0,4.1639304136392905,5.681092047849639,19.955140186915887,20.51724340444905
