hour,rows,mae,rmse,bias,error_std,abs_error_p95,abs_error_p99,mean_orders,mean_pred
0,591.0,2.3560167433866055,3.7895927100287,0.2439147755513378,3.784938355114671,8.222075023882866,13.495958706296943,4.744500846023689,4.988415621575027
6,1072.0,1.6648139292137674,2.6578348714512763,-0.2746224803386986,2.6448429187369142,5.8157516041401,9.882110996806103,4.066231343283582,3.7916088629448836
8,4619.0,0.8965912583426043,1.5104047078794487,-0.028830427737459956,1.5102930227640865,3.3371299100027434,5.629302843276798,1.835462221260013,1.806631793522553
9,7229.0,1.2295515209226202,2.191350184776777,0.20811775400453777,2.181595976201933,4.9680058165728065,8.08810629873736,3.454143034997925,3.6622607890024628
11,9550.0,1.6801028612075264,3.1810127594370226,0.31230776652006687,3.1658104011423154,7.39977759920852,12.645084146726617,5.993193717277487,6.305501483797554
15,9523.0,1.1575197190573374,2.123569471115437,-0.04174746460562379,2.123270556774928,4.841713732226485,8.155277540844743,3.2932899296440197,3.2515424650383964
18,9422.0,1.1201644678644498,2.0902987738290397,-0.05322276335767248,2.0897319897277757,4.801447366353375,8.030863057694082,3.2967522818934407,3.2435295185357687
21,7928.0,0.688320196160517,1.3012374803861702,0.016489883105819135,1.3012150595887175,3.0191398253771244,5.210919147348111,1.474268415741675,1.4907582988474941
