segment,rows,mae,rmse,mean_orders,mean_pred
high,5911.0,3.133805966763909,4.4962937127183595,11.572322788022332,12.53404906533283
low,18835.0,0.21590641545342176,0.4263735540244945,0.13549243429784974,0.1753175553189672
medium,24018.0,1.4078184391214115,2.2988423663029103,3.311224914647348,3.4958498406540066
mega,1068.0,4.618326398608515,6.379484088134648,19.974719101123597,21.111113478370946
