segment,time_segment,rows,mae,rmse,mean_orders,mean_pred
high,afternoon,881.0,3.155504319380556,4.054503360957081,13.111237230419977,13.637308359289833
high,deep_night,191.0,4.17960023024402,5.913729956423104,10.408376963350785,12.161679052295261
high,dinner,881.0,3.173798133517337,4.049668123851884,13.535754824063565,13.938759580204641
high,early_morning,840.0,1.8749862150831396,3.0084174501009615,4.367857142857143,4.559979734298193
high,late_evening,990.0,1.8552295763647006,2.363188334587629,4.815151515151515,5.331559506500804
high,lunch,883.0,5.602935293200445,7.0717243087055355,25.03510758776897,28.45203946035377
high,morning,884.0,3.108909481582262,4.196830277794751,11.31447963800905,12.243359289571478
high,opening,361.0,2.8869097442554357,5.527632069139469,6.637119113573407,6.693795367810229
low,afternoon,4025.0,0.29434116695848833,0.5093753226600015,0.18012422360248448,0.23578850185415995
low,deep_night,22.0,0.006329144974823637,0.008389967254611061,0.0,0.006329144974823637
low,dinner,3929.0,0.2734898185335054,0.5268173056443779,0.19114278442351743,0.2463611219684286
low,early_morning,1213.0,0.03217238724415241,0.13566856589467885,0.018961253091508656,0.01844385435950579
low,late_evening,2984.0,0.09180671544355042,0.2131762934360884,0.03987935656836461,0.06327703428814552
low,lunch,4040.0,0.2899685739052378,0.47439584301449916,0.18613861386138614,0.2423470879037728
low,morning,2617.0,0.12332595210616078,0.2913715318910743,0.06954528085594192,0.07439512582392155
low,opening,5.0,0.0,0.0,0.0,0.0
medium,afternoon,4453.0,1.4460785482373577,2.1879018779430974,3.4269032113182125,3.583567160761776
medium,deep_night,378.0,1.5583892581983003,2.512336909666569,2.1587301587301586,2.3775792349743554
medium,dinner,4448.0,1.3902377507565533,2.144359819594451,3.158723021582734,3.2187704877488166
medium,early_morning,2402.0,0.9241606270592797,1.5637568300475755,1.488759367194005,1.5696893010158257
medium,late_evening,3689.0,0.8342349537694501,1.319226790951035,1.3681214421252372,1.5203706093794045
medium,lunch,4463.0,2.1141885137864875,3.301566824783199,6.149451041900067,6.577919439074884
medium,morning,3564.0,1.3792938300700583,2.1157062963834607,3.281705948372615,3.557425294018419
medium,opening,621.0,1.533001163449807,3.0762885749300724,2.639291465378422,2.214044673293392
mega,afternoon,164.0,5.377452743254361,6.67296505455877,23.329268292682926,23.631229896314856
mega,dinner,164.0,5.386950176896108,6.800918508414,26.4390243902439,26.427356646788787
mega,early_morning,164.0,2.544178802559859,3.2298388243233305,7.378048780487805,7.899130850228494
mega,late_evening,163.0,2.654338712135821,3.4108425119674193,9.9079754601227,10.308759077123883
mega,lunch,164.0,8.437931474059035,10.650604236428183,42.26829268292683,46.57277985175443
mega,morning,164.0,4.856468420083089,6.065336069894055,18.841463414634145,20.574293116647752
mega,opening,85.0,1.6097223349641474,1.9803982215243179,3.8117647058823527,4.107715835347617
