iter	Passed	Remaining
1665	46882	9398
1666	46904	9369
1667	46929	9340
1668	46958	9312
1669	46986	9284
1670	47012	9256
1671	47036	9227
1672	47063	9198
1673	47093	9171
1674	47121	9142
1675	47149	9114
1676	47177	9086
1677	47205	9058
1678	47220	9027
1679	47249	8999
1680	47276	8971
1681	47300	8942
1682	47324	8913
1683	47350	8885
1684	47377	8856
1685	47400	8827
1686	47428	8799
1687	47456	8771
1688	47485	8743
1689	47514	8715
1690	47537	8686
1691	47565	8658
1692	47595	8630
1693	47618	8601
1694	47644	8573
1695	47670	8544
1696	47698	8516
1697	47725	8488
1698	47752	8459
1699	47779	8431
1700	47806	8403
1701	47833	8375
1702	47859	8346
1703	47888	8318
1704	47912	8289
1705	47939	8261
1706	47968	8233
1707	47995	8205
1708	48025	8177
1709	48057	8150
1710	48083	8121
1711	48108	8092
1712	48136	8064
1713	48164	8036
1714	48196	8009
1715	48224	7981
1716	48251	7952
1717	48281	7925
1718	48304	7896
1719	48333	7868
1720	48359	7839
1721	48385	7811
1722	48413	7783
1723	48432	7753
1724	48454	7724
1725	48478	7695
1726	48505	7667
1727	48533	7639
1728	48552	7610
1729	48581	7582
1730	48609	7553
1731	48634	7525
1732	48661	7497
1733	48683	7468
1734	48699	7438
1735	48716	7408
1736	48744	7380
1737	48765	7351
1738	48792	7323
1739	48819	7294
1740	48847	7266
1741	48875	7238
1742	48901	7210
1743	48927	7181
1744	48955	7153
1745	48979	7125
1746	49008	7097
1747	49033	7068
1748	49063	7041
1749	49091	7013
1750	49118	6984
1751	49144	6956
1752	49169	6928
1753	49193	6899
1754	49219	6871
1755	49246	6842
1756	49273	6814
1757	49297	6786
1758	49325	6758
1759	49356	6730
1760	49389	6703
1761	49412	6674
1762	49437	6645
1763	49461	6617
1764	49488	6589
1765	49513	6560
1766	49539	6532
1767	49569	6504
1768	49590	6475
1769	49616	6447
1770	49636	6418
1771	49659	6389
1772	49687	6361
1773	49715	6333
1774	49743	6305
1775	49770	6277
1776	49798	6249
1777	49824	6221
1778	49852	6192
1779	49879	6164
1780	49908	6136
1781	49934	6108
1782	49964	6080
1783	49991	6052
1784	50021	6025
1785	50046	5996
1786	50080	5969
1787	50116	5942
1788	50150	5914
1789	50180	5887
1790	50217	5860
1791	50243	5831
1792	50269	5803
1793	50294	5775
1794	50320	5746
1795	50351	5719
1796	50378	5691
1797	50403	5662
1798	50429	5634
1799	50460	5606
1800	50483	5578
1801	50514	5550
1802	50539	5522
1803	50566	5493
1804	50591	5465
1805	50614	5437
1806	50639	5408
1807	50662	5380
1808	50689	5351
1809	50716	5323
1810	50741	5295
1811	50769	5267
1812	50796	5239
1813	50820	5210
1814	50849	5183
1815	50874	5154
1816	50903	5126
1817	50929	5098
1818	50951	5069
1819	50978	5041
1820	51005	5013
1821	51032	4985
1822	51056	4957
1823	51083	4929
1824	51110	4901
1825	51138	4872
1826	51167	4845
1827	51193	4816
1828	51218	4788
1829	51242	4760
1830	51267	4731
1831	51292	4703
1832	51323	4675
1833	51345	4647
1834	51377	4619
1835	51400	4591
1836	51429	4563
1837	51454	4535
1838	51480	4506
1839	51505	4478
1840	51534	4450
1841	51562	4422
1842	51591	4394
1843	51619	4366
1844	51647	4338
1845	51672	4310
1846	51698	4282
1847	51724	4254
1848	51750	4226
1849	51775	4197
1850	51803	4170
1851	51830	4141
1852	51859	4114
1853	51891	4086
1854	51921	4058
1855	51945	4030
1856	51971	4002
1857	51996	3973
1858	52026	3946
1859	52047	3917
1860	52073	3889
1861	52101	3861
1862	52125	3833
1863	52151	3805
1864	52174	3776
1865	52202	3748
1866	52231	3720
1867	52258	3692
1868	52287	3664
1869	52315	3636
1870	52342	3608
1871	52375	3581
1872	52406	3553
1873	52433	3525
1874	52461	3497
1875	52489	3469
1876	52514	3441
1877	52540	3413
1878	52565	3385
1879	52591	3356
1880	52617	3328
1881	52643	3300
1882	52668	3272
1883	52690	3244
1884	52715	3216
1885	52738	3187
1886	52758	3159
1887	52781	3131
1888	52804	3102
1889	52831	3074
1890	52861	3046
1891	52884	3018
1892	52914	2990
1893	52941	2962
1894	52967	2934
1895	52992	2906
1896	53016	2878
1897	53045	2850
1898	53067	2822
1899	53093	2794
1900	53121	2766
1901	53149	2738
1902	53179	2710
1903	53204	2682
1904	53231	2654
1905	53261	2626
1906	53290	2598
1907	53319	2570
1908	53346	2542
1909	53373	2514
1910	53399	2486
1911	53426	2458
1912	53451	2430
1913	53481	2403
1914	53507	2374
1915	53534	2347
1916	53559	2318
1917	53587	2291
1918	53615	2263
1919	53638	2234
1920	53666	2207
1921	53694	2179
1922	53717	2150
1923	53745	2123
1924	53773	2095
1925	53799	2067
1926	53823	2038
1927	53850	2011
1928	53877	1983
1929	53903	1955
1930	53929	1927
1931	53956	1899
1932	53983	1871
1933	54008	1843
1934	54034	1815
1935	54063	1787
1936	54092	1759
1937	54118	1731
1938	54141	1703
1939	54167	1675
1940	54191	1647
1941	54218	1619
1942	54244	1591
1943	54270	1563
1944	54297	1535
1945	54326	1507
1946	54353	1479
1947	54377	1451
1948	54401	1423
1949	54430	1395
1950	54459	1367
1951	54481	1339
1952	54504	1311
1953	54532	1283
1954	54557	1255
1955	54585	1227
1956	54613	1199
1957	54641	1172
1958	54665	1144
1959	54688	1116
1960	54713	1088
1961	54741	1060
1962	54769	1032
1963	54794	1004
1964	54817	976
1965	54844	948
1966	54871	920
1967	54897	892
1968	54924	864
1969	54953	836
1970	54980	808
1971	55006	781
1972	55031	753
1973	55060	725
1974	55089	697
1975	55115	669
1976	55141	641
1977	55167	613
1978	55192	585
1979	55219	557
1980	55243	529
1981	55270	501
1982	55296	474
1983	55324	446
1984	55352	418
1985	55378	390
1986	55405	362
1987	55429	334
1988	55456	306
1989	55482	278
1990	55505	250
1991	55534	223
1992	55563	195
1993	55591	167
1994	55617	139
1995	55643	111
1996	55671	83
1997	55701	55
1998	55723	27
1999	55751	0
