iter	RMSE
172	0.363101634
173	0.3630299079
174	0.3629971167
175	0.3629327761
176	0.3628922664
177	0.362847659
178	0.3627926146
179	0.3627640754
180	0.3626917333
181	0.3626267899
182	0.3625462943
183	0.3624707897
184	0.3624388825
185	0.3623454666
186	0.3622524779
187	0.3622071519
188	0.3621633599
189	0.3621049986
190	0.3620663202
191	0.3620133422
192	0.3619787524
193	0.361948865
194	0.3618822793
195	0.3618131834
196	0.3617650344
197	0.3617046886
198	0.3616661951
199	0.3615869358
200	0.3615058306
201	0.3614771371
202	0.3614376315
203	0.3613901604
204	0.3613004031
205	0.3612225341
206	0.3611523433
207	0.3610995446
208	0.3610383896
209	0.3609608624
210	0.3609363461
211	0.3608962142
212	0.360857407
213	0.36082501
214	0.3607984912
215	0.360701534
216	0.3606425011
217	0.3605819278
218	0.3605507473
219	0.3605170704
220	0.3604759807
221	0.3604351104
222	0.3604007991
223	0.3603522276
224	0.360332609
225	0.3602823318
226	0.3602359284
227	0.3601995899
228	0.3601482402
229	0.3600890778
230	0.3600471517
231	0.3600248797
232	0.3599972445
233	0.3599519255
234	0.3599017739
235	0.3598498461
236	0.3598435483
237	0.3598202916
238	0.3597919577
239	0.3597512022
240	0.3597055759
241	0.3596571635
242	0.3596380753
243	0.359586824
244	0.3595337033
245	0.3594989972
246	0.3594630564
247	0.3593750545
248	0.3593374005
249	0.3593008406
250	0.3592709059
251	0.3591910075
252	0.3591544271
253	0.3591136875
254	0.3590880085
255	0.3590534263
256	0.3590170832
257	0.3589775895
258	0.3589436969
259	0.3588743944
260	0.3588308
261	0.3587866198
262	0.3587432152
263	0.3586948866
264	0.3586433487
265	0.3586249002
266	0.358579259
267	0.3585372887
268	0.3585098116
269	0.3584416722
270	0.3584176705
271	0.3583811988
272	0.3583277577
273	0.3583004486
274	0.3582597139
275	0.358241986
276	0.3582017491
277	0.3581658896
278	0.3581403258
279	0.3581267696
280	0.3580977778
281	0.3580450729
282	0.3580349469
283	0.3580132161
284	0.3579892634
285	0.3579381159
286	0.357876807
287	0.357840292
288	0.3578222556
289	0.3577958883
290	0.3577486941
291	0.3576967113
292	0.3576473204
293	0.3576403416
294	0.3576064287
295	0.3575763694
296	0.3575565135
297	0.3574954234
298	0.3574648624
299	0.3574388486
300	0.3573973557
301	0.3573722296
302	0.3573190444
303	0.3572756754
304	0.3572266053
305	0.3572123233
306	0.3571749098
307	0.3571510459
308	0.3571221798
309	0.3570885577
310	0.3570415176
311	0.3570061537
312	0.3569790768
313	0.3569460766
314	0.3569203957
315	0.356883245
316	0.356835574
317	0.3568153184
318	0.3567822442
319	0.3567721843
320	0.3567456996
321	0.356716808
322	0.3566967802
323	0.356685192
324	0.3566494665
325	0.3565902915
326	0.3565488526
327	0.3565289078
328	0.3564970541
329	0.3564931791
330	0.3564407941
331	0.3564019949
332	0.3563842491
333	0.3563589465
334	0.3563388517
335	0.3563149897
336	0.3562972495
337	0.3562668856
338	0.356226569
339	0.3562079852
340	0.3561671517
341	0.3561395711
342	0.3561300923
343	0.3561148811
344	0.3560669025
345	0.3559887832
346	0.3559468839
347	0.35591386
348	0.3558977969
349	0.3558833718
350	0.3558712424
351	0.3558455337
352	0.3558153701
353	0.3557929617
354	0.3557805195
355	0.3557598042
356	0.355721293
357	0.355679968
358	0.35566875
359	0.3556429631
360	0.355620536
361	0.3556085272
362	0.3556084827
363	0.3555860127
364	0.3555747755
365	0.3555387491
366	0.3555080192
367	0.3554943665
368	0.355466839
369	0.3554512904
370	0.3554388614
371	0.3554112355
372	0.3554016743
373	0.3553741266
374	0.3553536052
375	0.3553200275
376	0.3553170973
377	0.3552851931
378	0.3552609502
379	0.3552372285
380	0.3552051044
381	0.3551865498
382	0.3551640858
383	0.3551550736
384	0.3551217942
385	0.3551000189
386	0.3550510261
387	0.3550198991
388	0.3550071216
389	0.354963197
390	0.3549386851
391	0.3549076713
392	0.3548645996
393	0.3548409665
394	0.3548247342
395	0.3547704667
396	0.3547399845
397	0.3547152643
398	0.3546992758
399	0.3546493293
400	0.3546072701
401	0.3545711462
402	0.3545344903
403	0.3545286996
404	0.3545189101
405	0.3545027688
406	0.35444833
407	0.3544232572
408	0.3544112535
409	0.3543880479
410	0.3543769224
411	0.3543447344
412	0.3543251668
413	0.3542986613
414	0.3542792977
415	0.3542686291
416	0.3542529605
417	0.354228318
418	0.3542194314
419	0.3541856701
420	0.3541463057
421	0.3541160304
422	0.3540928322
423	0.3540518756
424	0.3540343425
425	0.3540226528
426	0.3540094551
427	0.3539917656
428	0.3539788854
429	0.3539627707
430	0.3539114691
431	0.3538881597
432	0.3538730278
433	0.3538643391
434	0.3538639625
435	0.3538512819
436	0.3538178958
437	0.3538009748
438	0.3537738359
439	0.3537413589
440	0.3537295527
441	0.3536965439
442	0.3536658712
443	0.35365826
444	0.3536458292
445	0.3536303607
446	0.353584754
447	0.3535730215
448	0.3535706452
449	0.3535416909
450	0.3535111886
451	0.3534926093
452	0.3534694362
453	0.3534268184
454	0.3534044479
455	0.3533743148
456	0.3533468338
457	0.3533181022
458	0.3533036298
459	0.3532809387
460	0.3532659313
461	0.353238193
462	0.3532155316
463	0.3531845026
464	0.3531551474
465	0.3531338908
466	0.353097772
467	0.3530860579
468	0.3530508916
469	0.3530275768
470	0.3530057413
471	0.3529834023
472	0.3529648587
473	0.3529489138
474	0.3529164621
475	0.3529004451
476	0.35287492
477	0.3528683917
478	0.3528546393
479	0.3528382719
480	0.3528328992
481	0.3527996768
482	0.3527675003
483	0.352753675
484	0.3527244978
485	0.3526895642
486	0.3526776353
487	0.3526642323
488	0.3526493021
489	0.3526372617
490	0.3526258058
491	0.3526073721
492	0.3525887958
493	0.3525845105
494	0.3525551833
495	0.3525407369
496	0.3524973834
497	0.35246429
498	0.3524140861
499	0.3523973567
500	0.3523781902
501	0.3523683058
502	0.352357585
503	0.3523035346
504	0.3522880779
505	0.3522837465
506	0.3522710773
507	0.3522599252
508	0.3522499627
509	0.3522366006
510	0.3522121099
511	0.3522009904
512	0.3521808171
513	0.3521745383
514	0.3521621864
515	0.3521570691
516	0.3521365147
517	0.3521188531
518	0.3521124249
519	0.3521010839
520	0.3520855727
521	0.3520670334
522	0.3520515228
523	0.3520347471
524	0.352014425
525	0.3520104005
526	0.3520015506
527	0.3519859836
528	0.3519651533
529	0.3519094493
530	0.3519039911
531	0.3518844445
532	0.3518770553
533	0.3518637417
534	0.3518589364
535	0.3518424388
536	0.3518317298
537	0.351825072
538	0.3518021888
539	0.3517921858
540	0.3517870693
541	0.3517696123
542	0.3517168252
543	0.3517038615
544	0.3516925047
545	0.3516867541
546	0.3516731941
547	0.3516618181
548	0.3516537541
549	0.3516492482
550	0.3516453843
551	0.3516352383
552	0.3516282663
553	0.3516112671
554	0.3516076331
555	0.3515674024
556	0.3515404314
557	0.3515155513
558	0.351510986
559	0.3514957084
560	0.3514466352
561	0.3514208212
562	0.3514179124
563	0.3514130114
564	0.3514018005
565	0.3513941936
566	0.3513888287
567	0.3513775928
568	0.3513724993
569	0.3513617403
570	0.3513511933
571	0.3513439198
572	0.3513266641
573	0.3513195563
574	0.3513164853
575	0.3512948634
576	0.3512801886
577	0.3512750227
578	0.3512638096
579	0.3512535685
580	0.3512427937
581	0.3512389671
582	0.3512348984
583	0.3512152427
584	0.3511970968
585	0.3511878998
586	0.3511821637
587	0.3511778982
588	0.3511736797
589	0.3511697456
590	0.3511660062
591	0.3511154189
592	0.3510949471
593	0.3510835959
594	0.351077268
595	0.3510712666
596	0.3510533808
597	0.3510470806
598	0.3510163345
599	0.3509939907
600	0.3509722833
601	0.3509668687
602	0.3509629374
603	0.3509563286
604	0.3509527752
605	0.3509490614
606	0.3509453561
607	0.350940582
608	0.3509178644
609	0.3509121095
610	0.3509095815
611	0.3508681458
612	0.3508460467
613	0.350820228
614	0.3508166914
615	0.350810868
616	0.3507882711
617	0.3507604713
618	0.3507573414
619	0.3507515345
620	0.3507370697
621	0.3507331538
622	0.3507149802
623	0.3507090583
624	0.350675784
625	0.3506526854
626	0.3506364274
627	0.3506312322
628	0.3506279146
629	0.3506053182
630	0.3506000796
631	0.3505768891
632	0.3505656842
633	0.3505343961
634	0.3505311135
635	0.3504931722
636	0.3504828329
637	0.3504512635
638	0.3504302952
639	0.3504086206
640	0.3503932968
641	0.3503741773
642	0.3503701723
643	0.3503529044
644	0.350333476
645	0.350310363
646	0.3502985724
647	0.3502889751
648	0.3502752333
649	0.3502557255
650	0.3502413441
651	0.3502008283
652	0.3501980373
653	0.3501686278
654	0.3501664909
655	0.3501326802
656	0.3501252088
657	0.3501053514
658	0.3501014543
659	0.3500603047
660	0.350037927
661	0.350013709
662	0.349983455
663	0.3499691665
664	0.3499377909
665	0.3499109005
666	0.3498789858
667	0.3498533572
668	0.3498295358
669	0.3498278912
670	0.3498096182
671	0.3497961642
672	0.3497929468
673	0.3497571736
674	0.3497429835
675	0.3497276716
676	0.349710633
677	0.3496877515
678	0.3496824248
679	0.3496471215
680	0.3496275679
681	0.3495914101
682	0.3495646488
683	0.3495632821
684	0.349550008
685	0.349519963
686	0.3495082332
687	0.3494881877
688	0.3494587693
689	0.3494344166
690	0.3494176293
691	0.349395832
692	0.349381698
693	0.3493689157
694	0.3493656664
695	0.3493437239
696	0.3493091725
697	0.3493064312
698	0.3492817682
699	0.3492697757
700	0.3492584419
701	0.3492483812
702	0.3492269687
703	0.3492061061
704	0.3491955222
705	0.3491935075
706	0.3491772554
707	0.3491610264
708	0.349157934
709	0.3491375233
710	0.3491359928
711	0.349132848
712	0.3491077085
713	0.3490968325
714	0.3490781721
715	0.3490519995
716	0.3490327103
717	0.3490200511
718	0.3490073194
719	0.3489990194
720	0.3489855138
721	0.348980916
722	0.3489767145
723	0.3489600838
724	0.3489497904
725	0.3489386462
726	0.3489281483
727	0.3489277486
728	0.3489208048
729	0.3489198156
730	0.3488987231
731	0.3488869524
732	0.348875529
733	0.3488407481
734	0.3488393908
735	0.3488202802
736	0.3488197828
737	0.3488066327
738	0.3487909966
739	0.3487652714
740	0.348740222
741	0.3487248826
742	0.3487164504
743	0.3487031052
744	0.3486942676
745	0.3486707178
746	0.3486589577
747	0.348640852
748	0.3486346494
749	0.3486235762
750	0.3486194184
751	0.3486104302
752	0.3485823175
753	0.3485753821
754	0.3485612127
755	0.3485378845
756	0.3485281451
757	0.3485125115
758	0.3484996161
759	0.3484943452
760	0.3484902797
761	0.3484701179
762	0.3484688118
763	0.3484457089
764	0.3484286426
765	0.3484048774
766	0.3484022568
767	0.3484019961
768	0.3483843234
769	0.3483791327
770	0.3483786057
771	0.3483701853
772	0.3483562556
773	0.3483374183
774	0.3483090657
775	0.3483032741
776	0.3482875155
777	0.3482863559
778	0.3482587072
779	0.3482533516
780	0.3482277973
781	0.3482088022
782	0.3481750438
783	0.3481634593
784	0.3481606962
785	0.3481450915
786	0.3481441312
787	0.3481351363
788	0.3481173192
789	0.3481025453
790	0.3480852874
791	0.3480658294
792	0.3480618155
793	0.3480407824
794	0.3480296104
795	0.3480293771
796	0.34802911
797	0.3480146904
798	0.3480027945
799	0.3479965733
800	0.3479807807
801	0.3479729258
802	0.3479425598
803	0.3479195075
804	0.3479106617
805	0.3479071221
806	0.3478976576
807	0.3478788142
808	0.3478659957
809	0.3478574082
810	0.3478477475
811	0.3478302493
812	0.3478159784
813	0.347815594
814	0.3478006285
815	0.3477960435
816	0.3477823899
817	0.3477778324
818	0.347756216
819	0.3477537693
820	0.3477444718
821	0.3477414395
822	0.3477321973
823	0.3477223097
824	0.3476997506
825	0.3476931215
826	0.3476871246
827	0.347683936
828	0.3476752872
829	0.3476714325
830	0.3476677584
831	0.3476636058
832	0.347650725
833	0.3476505027
834	0.3476354611
835	0.3476212123
836	0.3476094051
837	0.3476064695
838	0.3475923955
839	0.3475904082
840	0.3475749058
841	0.3475590407
842	0.3475335266
843	0.3475217018
844	0.3475141917
845	0.3475118386
846	0.3475018427
847	0.3474962733
848	0.3474710066
849	0.347455216
850	0.3474452986
851	0.3474285002
852	0.3474178097
853	0.3474171796
854	0.3473936272
855	0.3473882041
856	0.3473875914
857	0.3473787641
858	0.3473636735
859	0.3473424743
860	0.347312404
861	0.3472930579
862	0.3472789881
863	0.3472777138
864	0.3472643018
865	0.3472473187
866	0.3472403509
867	0.3472301116
868	0.347212473
869	0.3471883946
870	0.3471676634
871	0.3471646872
872	0.3471339387
873	0.3471059122
874	0.3470989948
875	0.3470819622
876	0.3470797725
877	0.3470557409
878	0.347049637
879	0.3470204678
880	0.3470135384
881	0.3469965038
882	0.3469811391
883	0.346968592
884	0.3469556789
885	0.3469409168
886	0.3469174446
887	0.3469169927
888	0.3468980547
889	0.3468835715
890	0.346880473
891	0.3468770108
892	0.3468597818
893	0.346854081
894	0.3468484951
895	0.3468263045
896	0.3468101096
897	0.3468001912
898	0.3467739126
899	0.3467736257
900	0.3467733511
901	0.3467730017
902	0.3467690755
903	0.3467547159
904	0.3467320138
905	0.3467209959
906	0.3467122424
907	0.3467049289
908	0.3466897623
909	0.3466767799
910	0.346676649
911	0.3466620591
912	0.3466619612
913	0.3466459152
914	0.3466336467
915	0.3466335612
916	0.3466239339
917	0.3466027134
918	0.3465914124
919	0.3465791816
920	0.346564056
921	0.3465639727
922	0.3465449284
923	0.3465418288
924	0.3465417522
925	0.3465416606
926	0.3465130749
927	0.346498861
928	0.3464820807
929	0.346455678
930	0.3464414466
931	0.3464299109
932	0.346428023
933	0.3464208315
934	0.3464207411
935	0.3463985754
936	0.3463856416
937	0.3463684769
938	0.3463564595
939	0.3463442923
940	0.3463302564
941	0.3463122379
942	0.346297114
943	0.3462970363
944	0.3462863644
945	0.3462720227
946	0.3462714898
947	0.3462714044
948	0.3462536654
949	0.3462450523
950	0.3462449625
951	0.3462293329
952	0.34622925
953	0.3462291831
954	0.3462202777
955	0.3462106042
956	0.346186056
957	0.3461859735
958	0.346173479
959	0.3461618489
960	0.3461617839
961	0.346161727
962	0.3461616651
963	0.3461438812
964	0.3461303235
965	0.3461302474
966	0.3461177201
967	0.3460986238
968	0.3460874377
969	0.3460665607
970	0.3460545087
971	0.3460409068
972	0.3460203992
973	0.3460154053
974	0.3460082507
975	0.3459942593
976	0.345993299
977	0.3459808784
978	0.3459616532
979	0.3459532307
980	0.3459353777
981	0.3459197115
982	0.3459033169
983	0.3458800003
984	0.3458736717
985	0.3458575043
986	0.3458471081
987	0.34583064
988	0.3458104138
989	0.3458103606
990	0.345796966
991	0.3457923492
992	0.3457830482
993	0.3457707232
994	0.3457706693
995	0.3457539812
996	0.345739513
997	0.3457259097
998	0.3457129231
999	0.3457016125
1000	0.3456934174
1001	0.3456764896
1002	0.3456583789
1003	0.3456583277
1004	0.3456582589
1005	0.3456476449
1006	0.345636288
1007	0.3456305229
1008	0.3456157964
1009	0.3456157275
1010	0.345596072
1011	0.3455960233
1012	0.3455925798
1013	0.3455780169
1014	0.3455750006
1015	0.3455730444
1016	0.3455653647
1017	0.3455569366
1018	0.3455568707
1019	0.3455482129
1020	0.3455263023
1021	0.3455110025
1022	0.3455101135
1023	0.3454981306
1024	0.3454822733
1025	0.3454684612
1026	0.345457481
1027	0.3454451935
1028	0.3454365622
1029	0.3454153774
1030	0.3454150632
1031	0.3453980928
1032	0.3453836632
1033	0.3453803718
1034	0.3453773099
1035	0.3453656441
1036	0.3453627196
1037	0.3453603748
1038	0.3453517861
1039	0.3453512632
1040	0.3453331623
1041	0.3453211476
1042	0.3453072712
1043	0.3453071884
1044	0.3453044613
1045	0.3452970848
1046	0.345282913
1047	0.3452751571
1048	0.3452585114
1049	0.345253494
1050	0.3452452944
1051	0.3452452183
1052	0.3452370353
1053	0.3452257608
1054	0.3452226846
1055	0.3452226225
1056	0.3452221177
1057	0.3452219802
1058	0.3452202874
1059	0.3452169436
1060	0.3452154824
1061	0.3452154264
1062	0.3452042845
1063	0.3452001452
1064	0.3452000913
1065	0.3451985518
1066	0.3451748512
1067	0.3451654409
1068	0.3451494965
1069	0.3451262236
1070	0.3451010278
1071	0.3450926049
1072	0.345088155
1073	0.3450785219
1074	0.3450568782
1075	0.3450410406
1076	0.3450188823
1077	0.3450039944
1078	0.3449928688
1079	0.3449822366
1080	0.344975537
1081	0.3449702783
1082	0.3449662623
1083	0.3449525305
1084	0.3449289246
1085	0.3449182702
1086	0.3449130628
1087	0.3449059745
1088	0.3448837196
1089	0.3448795859
1090	0.3448634911
1091	0.3448583027
1092	0.3448351214
1093	0.344816649
1094	0.3447934687
1095	0.3447861275
1096	0.3447627107
1097	0.3447531184
1098	0.3447446917
1099	0.3447228821
1100	0.3447114297
1101	0.3447075325
1102	0.344702674
1103	0.3446777582
1104	0.3446612579
1105	0.3446488627
1106	0.3446264275
1107	0.3446236442
1108	0.3446188143
1109	0.3446089061
1110	0.344598617
1111	0.3445904156
1112	0.344576155
1113	0.3445586835
1114	0.3445389439
1115	0.3445287236
1116	0.344515369
1117	0.34451331
1118	0.344503685
1119	0.3445020749
1120	0.3444992398
1121	0.3444989053
1122	0.3444958948
1123	0.3444794926
1124	0.3444666606
1125	0.3444625059
1126	0.3444597334
1127	0.3444453209
1128	0.3444344342
1129	0.3444313842
1130	0.3444175937
1131	0.3444049398
1132	0.3443854667
1133	0.3443744996
1134	0.3443575744
1135	0.3443540827
1136	0.3443501067
1137	0.3443416528
1138	0.3443338858
1139	0.3443140257
1140	0.3442948558
1141	0.3442838778
1142	0.3442801925
1143	0.3442686436
1144	0.3442636549
1145	0.3442537821
1146	0.3442454555
1147	0.344241441
1148	0.3442388992
1149	0.344232608
1150	0.3442199177
1151	0.3442024034
1152	0.3441975813
1153	0.3441826802
1154	0.3441760981
1155	0.3441637621
1156	0.3441557649
1157	0.3441510437
1158	0.3441418832
1159	0.3441259683
1160	0.344114054
1161	0.3441020784
1162	0.3440944573
1163	0.3440944044
1164	0.3440864215
1165	0.3440795013
1166	0.3440731552
1167	0.3440605556
1168	0.3440501676
1169	0.344046253
1170	0.3440265744
1171	0.3440225947
1172	0.3440111311
1173	0.3440015494
1174	0.3439837461
1175	0.3439743579
1176	0.343969724
1177	0.3439490659
1178	0.3439348302
1179	0.3439207461
1180	0.3439088977
1181	0.3439032776
1182	0.3439016731
1183	0.3438826148
1184	0.3438802152
1185	0.3438598174
1186	0.3438522299
1187	0.3438366699
1188	0.3438215088
1189	0.3438145606
1190	0.343804186
1191	0.3437941891
1192	0.3437754432
1193	0.3437674507
1194	0.3437583334
1195	0.3437506054
1196	0.3437410998
1197	0.3437284874
1198	0.3437141604
1199	0.34369701
1200	0.3436961708
1201	0.343686967
1202	0.3436827106
1203	0.3436687079
1204	0.3436669481
1205	0.343649431
1206	0.3436309637
1207	0.3436197935
1208	0.343609188
1209	0.3435920152
1210	0.3435852803
1211	0.3435777224
1212	0.3435669262
1213	0.3435566198
1214	0.343534611
1215	0.3435204538
1216	0.3435116085
1217	0.3435081734
1218	0.3434943014
1219	0.3434862367
1220	0.3434794566
1221	0.3434714857
1222	0.3434600206
1223	0.3434537274
1224	0.3434449254
1225	0.3434370696
1226	0.3434301843
1227	0.3434222672
1228	0.3434033517
1229	0.3433978602
1230	0.3433872582
1231	0.3433829582
1232	0.3433588271
1233	0.3433490886
1234	0.3433367181
1235	0.3433295013
1236	0.3433207367
1237	0.3433165031
1238	0.3433049071
1239	0.3432964917
1240	0.3432962538
1241	0.3432863846
1242	0.3432763042
1243	0.3432653242
1244	0.3432557949
1245	0.3432462055
1246	0.3432356488
1247	0.3432266824
1248	0.3432133731
1249	0.3432104107
1250	0.3431909037
1251	0.343187845
1252	0.3431877737
1253	0.3431739642
1254	0.3431597629
1255	0.3431411352
1256	0.3431371361
1257	0.3431292879
1258	0.3431201661
1259	0.3431109117
1260	0.3431065964
1261	0.3430970638
1262	0.3430874823
1263	0.3430800932
1264	0.3430705967
1265	0.3430587871
1266	0.3430497442
1267	0.3430440597
1268	0.3430342155
1269	0.3430264726
1270	0.3430144282
1271	0.3430043563
1272	0.3429918754
1273	0.3429865419
1274	0.3429811866
1275	0.34296568
1276	0.3429608919
1277	0.342956436
1278	0.3429400134
1279	0.3429393046
1280	0.3429335809
1281	0.3429272857
1282	0.3429145884
1283	0.3429105817
1284	0.3428985417
1285	0.3428793162
1286	0.3428675766
1287	0.3428647921
1288	0.3428536774
1289	0.3428472235
1290	0.3428336988
1291	0.3428255272
1292	0.3428174045
1293	0.3428060815
1294	0.3427944453
1295	0.3427900133
1296	0.3427769376
1297	0.3427680522
1298	0.342761898
1299	0.3427518834
1300	0.3427432104
1301	0.3427374992
1302	0.3427257643
1303	0.3427224661
1304	0.3427145573
1305	0.3427110184
1306	0.3426956934
1307	0.3426897329
1308	0.3426849228
1309	0.342677937
1310	0.3426697226
1311	0.3426528923
1312	0.3426334426
1313	0.3426314927
1314	0.3426223054
1315	0.3426115906
1316	0.3425963459
1317	0.3425879917
1318	0.3425848129
1319	0.3425779533
1320	0.3425683646
1321	0.3425660777
1322	0.3425527821
1323	0.3425521773
1324	0.3425392195
1325	0.3425263093
1326	0.3425183908
1327	0.3425159467
1328	0.3425106204
1329	0.3425022558
1330	0.3424949641
1331	0.3424911695
1332	0.3424846951
1333	0.3424760614
1334	0.3424704441
1335	0.342461887
1336	0.342450471
1337	0.3424428046
1338	0.3424213832
1339	0.3424065197
1340	0.3423990746
1341	0.3423920758
1342	0.3423844664
1343	0.3423835614
1344	0.3423812039
1345	0.3423722705
1346	0.3423653688
1347	0.3423651786
1348	0.3423506733
1349	0.342341446
1350	0.3423352009
1351	0.3423251284
1352	0.34231966
1353	0.3423175602
1354	0.3423103798
1355	0.3423048613
1356	0.3422959359
1357	0.3422818267
1358	0.3422672701
1359	0.3422627947
1360	0.3422603927
1361	0.3422560671
1362	0.3422454349
1363	0.342239748
1364	0.3422328756
1365	0.3422290366
1366	0.3422131875
1367	0.3422037694
1368	0.3421998349
1369	0.3421834374
1370	0.3421802035
1371	0.3421735221
1372	0.3421564618
1373	0.3421474168
1374	0.3421391038
1375	0.3421227089
1376	0.3421099882
1377	0.3421022278
1378	0.3420913775
1379	0.3420874011
1380	0.3420796922
1381	0.3420720008
1382	0.3420597171
1383	0.3420552871
1384	0.3420475599
1385	0.342037467
1386	0.3420320369
1387	0.3420214937
1388	0.3420080817
1389	0.3420019128
1390	0.3419945044
1391	0.3419833373
1392	0.3419703552
1393	0.3419571113
1394	0.3419485466
1395	0.3419274626
1396	0.3419226541
1397	0.3419121879
1398	0.341898502
1399	0.3418927305
1400	0.3418827539
1401	0.341869682
1402	0.3418551728
1403	0.3418527163
1404	0.3418444082
1405	0.3418285071
1406	0.3418258603
1407	0.3418159251
1408	0.3418054884
1409	0.3418051892
1410	0.3417961804
1411	0.3417947731
1412	0.3417909688
1413	0.3417796381
1414	0.3417649603
1415	0.3417607159
1416	0.341760162
1417	0.3417569025
1418	0.3417477887
1419	0.3417332859
1420	0.341715869
1421	0.3417141402
1422	0.3417128415
1423	0.3417017392
1424	0.3416951247
1425	0.3416879811
1426	0.341676201
1427	0.3416689829
1428	0.3416657541
1429	0.3416527521
1430	0.3416412042
1431	0.3416322085
1432	0.3416267912
1433	0.3416209822
1434	0.3416137759
1435	0.3416100294
1436	0.3416051791
1437	0.3415933851
1438	0.3415862983
1439	0.3415802067
1440	0.3415722247
1441	0.3415626007
1442	0.341557141
1443	0.3415496044
1444	0.34154769
1445	0.3415398549
1446	0.3415272854
1447	0.3415213689
1448	0.3415149628
1449	0.341510488
1450	0.3415040559
1451	0.3414995897
1452	0.3414926953
1453	0.3414857203
1454	0.3414789236
1455	0.3414679806
1456	0.3414648376
1457	0.3414617644
1458	0.3414522906
1459	0.3414454836
1460	0.3414420979
1461	0.3414329892
1462	0.3414244508
1463	0.3414179889
1464	0.3414094915
1465	0.3413987764
1466	0.3413892316
1467	0.3413767353
1468	0.3413703083
1469	0.3413656744
1470	0.3413591234
1471	0.341354397
1472	0.3413432042
1473	0.3413309982
1474	0.3413286325
1475	0.3413217861
1476	0.3413155182
1477	0.3413142566
1478	0.3413106772
1479	0.3412944236
1480	0.3412886213
1481	0.3412830089
1482	0.3412657458
1483	0.3412582774
1484	0.3412510012
1485	0.3412486901
1486	0.3412404584
1487	0.3412270613
1488	0.3412268251
1489	0.341219144
1490	0.3412109809
1491	0.3412029596
1492	0.3411929036
1493	0.3411821294
1494	0.3411688376
1495	0.3411631892
1496	0.3411615026
1497	0.3411526048
1498	0.3411507937
1499	0.3411419107
1500	0.3411233052
1501	0.3411113812
1502	0.3411032984
1503	0.3410926802
1504	0.3410859868
1505	0.3410777115
1506	0.341069323
1507	0.3410628581
1508	0.3410577723
1509	0.3410563157
1510	0.3410515206
1511	0.3410419923
1512	0.3410339923
