iter	RMSE
1513	0.3410262324
1514	0.3410121573
1515	0.3410060951
1516	0.3410043222
1517	0.3409952296
1518	0.3409863644
1519	0.3409769092
1520	0.3409735005
1521	0.3409672611
1522	0.3409621978
1523	0.3409596827
1524	0.3409479673
1525	0.3409418213
1526	0.3409342159
1527	0.3409330224
1528	0.340930507
1529	0.3409284302
1530	0.3409241077
1531	0.34091695
1532	0.3409105355
1533	0.34089872
1534	0.3408915478
1535	0.3408843765
1536	0.3408796755
1537	0.3408768831
1538	0.3408704455
1539	0.3408655396
1540	0.3408608842
1541	0.3408517651
1542	0.3408433436
1543	0.3408370486
1544	0.3408249227
1545	0.3408146476
1546	0.3408133951
1547	0.3408037105
1548	0.3407861239
1549	0.3407840047
1550	0.34077166
1551	0.3407593379
1552	0.3407484398
1553	0.3407426238
1554	0.3407356634
1555	0.3407322128
1556	0.3407264701
1557	0.3407248604
1558	0.3407192548
1559	0.3407129754
1560	0.3406998629
1561	0.3406965482
1562	0.3406928113
1563	0.3406760836
1564	0.340665709
1565	0.3406631392
1566	0.3406599919
1567	0.3406575914
1568	0.3406474142
1569	0.3406461774
1570	0.3406412909
1571	0.3406302617
1572	0.3406240782
1573	0.3406141375
1574	0.3406077957
1575	0.3406028296
1576	0.3405947122
1577	0.340585466
1578	0.340573843
1579	0.3405665553
1580	0.3405602187
1581	0.3405504651
1582	0.3405352278
1583	0.3405319303
1584	0.3405289246
1585	0.3405196075
1586	0.340515297
1587	0.3405076206
1588	0.3405001352
1589	0.3404954289
1590	0.3404905694
1591	0.3404851478
1592	0.340474751
1593	0.3404721686
1594	0.3404693964
1595	0.3404612652
1596	0.340443449
1597	0.3404339699
1598	0.3404261054
1599	0.3404174305
1600	0.3404056751
1601	0.3404017539
1602	0.3403914378
1603	0.3403833786
1604	0.3403789468
1605	0.3403694456
1606	0.3403605102
1607	0.3403535705
1608	0.3403428558
1609	0.3403391637
1610	0.3403332248
1611	0.3403204537
1612	0.340319446
1613	0.3403118586
1614	0.3403028368
1615	0.3402901914
1616	0.3402835333
1617	0.3402697448
1618	0.3402610953
1619	0.3402431164
1620	0.3402364682
1621	0.3402359137
1622	0.340224053
1623	0.3402195757
1624	0.3402164046
1625	0.3402078294
1626	0.3401974443
1627	0.340190619
1628	0.3401890945
1629	0.3401831378
1630	0.3401671202
1631	0.3401637081
1632	0.3401474747
1633	0.340141618
1634	0.3401353021
1635	0.3401329535
1636	0.3401250211
1637	0.3401239914
1638	0.340120183
1639	0.3401122205
1640	0.340111705
1641	0.3401000389
1642	0.3400971004
1643	0.3400893451
1644	0.3400802417
1645	0.3400769056
1646	0.3400653467
1647	0.3400526593
1648	0.3400466953
1649	0.340035634
1650	0.3400289172
1651	0.3400142702
1652	0.3400062586
1653	0.339995852
1654	0.3399871821
1655	0.3399800969
1656	0.3399708128
1657	0.3399639383
1658	0.3399520615
1659	0.3399475445
1660	0.3399431754
1661	0.339931807
1662	0.3399230271
1663	0.3399120941
1664	0.3399067801
1665	0.3399000634
1666	0.3398982839
1667	0.339886087
1668	0.33987101
1669	0.3398637685
1670	0.3398614665
1671	0.3398518946
1672	0.339840944
1673	0.3398398386
1674	0.3398322055
1675	0.3398222729
1676	0.3398152397
1677	0.3398085604
1678	0.3398012923
1679	0.3397842456
1680	0.3397793151
1681	0.3397756304
1682	0.3397728903
1683	0.339762973
1684	0.3397470703
1685	0.3397431472
1686	0.339735392
1687	0.3397284443
1688	0.3397234566
1689	0.3397161465
1690	0.3397130368
1691	0.339703731
1692	0.3396889742
1693	0.3396869116
1694	0.3396737181
1695	0.3396625493
1696	0.3396525553
1697	0.3396421957
1698	0.3396410816
1699	0.3396248788
1700	0.3396206837
1701	0.3396123884
1702	0.3396012322
1703	0.3395912524
1704	0.3395829852
1705	0.3395763114
1706	0.3395637842
1707	0.3395551016
1708	0.3395539426
1709	0.3395486727
1710	0.33954209
1711	0.3395288738
1712	0.3395219694
1713	0.3395175699
1714	0.3395055182
1715	0.339498886
1716	0.3394977473
1717	0.3394853917
1718	0.3394777614
1719	0.339463977
1720	0.3394579406
1721	0.3394463949
1722	0.3394392184
1723	0.3394347934
1724	0.3394286614
1725	0.339424602
1726	0.3394232814
1727	0.3394071139
1728	0.3394054427
1729	0.3393971093
1730	0.3393902083
1731	0.3393833036
1732	0.3393753354
1733	0.3393664762
1734	0.3393585997
1735	0.3393529542
1736	0.3393465884
1737	0.3393411878
1738	0.3393400092
1739	0.3393337613
1740	0.3393249339
1741	0.3393164001
1742	0.3393107375
1743	0.3392945361
1744	0.3392907606
1745	0.3392866698
1746	0.3392810154
1747	0.3392772563
1748	0.3392698861
1749	0.3392676576
1750	0.3392613704
1751	0.3392523496
1752	0.3392427076
1753	0.3392290102
1754	0.3392242939
1755	0.3392169891
1756	0.3392097284
1757	0.339205042
1758	0.3391911052
1759	0.339186574
1760	0.3391841293
1761	0.3391760595
1762	0.3391725515
1763	0.3391645002
1764	0.3391637789
1765	0.3391535806
1766	0.3391404055
1767	0.3391367947
1768	0.3391319912
1769	0.3391309021
1770	0.3391301213
1771	0.3391181619
1772	0.3391130329
1773	0.3391020008
1774	0.3391015234
1775	0.3390968288
1776	0.3390932617
1777	0.3390908795
1778	0.339085491
1779	0.3390848454
1780	0.3390835048
1781	0.3390637923
1782	0.3390506604
1783	0.3390381063
1784	0.3390200032
1785	0.3390125222
1786	0.3390016725
1787	0.3389830647
1788	0.3389734982
1789	0.3389706003
1790	0.3389578123
1791	0.3389495889
1792	0.3389421886
1793	0.3389336967
1794	0.3389177155
1795	0.3389109841
1796	0.3389023243
1797	0.3389006597
1798	0.3388952453
1799	0.338886631
1800	0.3388815328
1801	0.3388650475
1802	0.3388566027
1803	0.3388486004
1804	0.338843601
1805	0.3388409776
1806	0.3388304349
1807	0.338820133
1808	0.3388043369
1809	0.3387949319
1810	0.3387904672
1811	0.3387849789
1812	0.3387711421
1813	0.3387633821
1814	0.3387564996
1815	0.3387510278
1816	0.3387419232
1817	0.3387409567
1818	0.3387329888
1819	0.3387285692
1820	0.3387176771
1821	0.3387029404
1822	0.3386996777
1823	0.3386942021
1824	0.3386849318
1825	0.3386768655
1826	0.3386752333
1827	0.3386647237
1828	0.3386568488
1829	0.3386477549
1830	0.3386453413
1831	0.3386392813
1832	0.3386323458
1833	0.3386301741
1834	0.3386202245
1835	0.3386178927
1836	0.3386046589
1837	0.3385922529
1838	0.3385819871
1839	0.3385722748
1840	0.3385702415
1841	0.3385669253
1842	0.3385603359
1843	0.3385547818
1844	0.3385462666
1845	0.338533962
1846	0.3385281463
1847	0.3385096908
1848	0.3385023236
1849	0.3384994269
1850	0.3384910887
1851	0.3384854545
1852	0.3384815121
1853	0.3384772427
1854	0.3384700828
1855	0.3384658479
1856	0.3384587407
1857	0.3384531473
1858	0.3384383345
1859	0.3384353681
1860	0.3384251119
1861	0.3384196449
1862	0.3384142929
1863	0.3384102449
1864	0.3384093273
1865	0.338404057
1866	0.3383966332
1867	0.3383896427
1868	0.3383803431
1869	0.3383783032
1870	0.3383743367
1871	0.3383705501
1872	0.3383651496
1873	0.3383565618
1874	0.3383490406
1875	0.3383419943
1876	0.3383352891
1877	0.3383226173
1878	0.3383136294
1879	0.3383054392
1880	0.3382959427
1881	0.3382857009
1882	0.3382802112
1883	0.3382716223
1884	0.3382708983
1885	0.3382657421
1886	0.3382621961
1887	0.3382573626
1888	0.3382532682
1889	0.3382415892
1890	0.3382302378
1891	0.3382234455
1892	0.3382193201
1893	0.3382128442
1894	0.3382005093
1895	0.3381919866
1896	0.3381816217
1897	0.3381730162
1898	0.3381634388
1899	0.3381590733
1900	0.3381526916
1901	0.3381428235
1902	0.3381310726
1903	0.3381274684
1904	0.338122055
1905	0.3381205677
1906	0.3381068934
1907	0.3381019926
1908	0.3380951231
1909	0.3380870949
1910	0.3380760832
1911	0.3380693803
1912	0.3380623911
1913	0.3380545439
1914	0.338051735
1915	0.3380424088
1916	0.3380374834
1917	0.3380315721
1918	0.3380228316
1919	0.3380206426
1920	0.338014882
1921	0.3380092726
1922	0.3380020198
1923	0.3379945121
1924	0.337986588
1925	0.3379857737
1926	0.3379785916
1927	0.337974026
1928	0.3379688324
1929	0.3379520587
1930	0.337936724
1931	0.3379283041
1932	0.3379237355
1933	0.3379177914
1934	0.3379113857
1935	0.3379075203
1936	0.3379011194
1937	0.3378906549
1938	0.3378877211
1939	0.3378871837
1940	0.3378793734
1941	0.3378756497
1942	0.3378722446
1943	0.3378717336
1944	0.3378613447
1945	0.3378547162
1946	0.3378492319
1947	0.3378483529
1948	0.3378371747
1949	0.3378308399
1950	0.3378233419
1951	0.3378191882
1952	0.3378089113
1953	0.3377996739
1954	0.337789294
1955	0.337788539
1956	0.3377869128
1957	0.3377805285
1958	0.3377717616
1959	0.337770289
1960	0.3377684087
1961	0.3377502006
1962	0.3377412771
1963	0.3377295493
1964	0.3377254816
1965	0.3377197284
1966	0.3377125785
1967	0.3377055584
1968	0.3377001794
1969	0.3376926959
1970	0.3376883166
1971	0.3376817017
1972	0.3376779672
1973	0.3376711522
1974	0.3376700864
1975	0.3376570023
1976	0.3376549611
1977	0.3376515168
1978	0.3376457254
1979	0.3376412224
1980	0.3376382437
1981	0.3376307103
1982	0.3376279006
1983	0.3376247646
1984	0.3376140004
1985	0.3376092594
1986	0.3376004311
1987	0.3375982683
1988	0.3375880449
1989	0.3375796819
1990	0.3375757072
1991	0.3375657592
1992	0.3375623268
1993	0.3375496297
1994	0.3375463272
1995	0.3375275265
1996	0.3375246772
1997	0.3375198324
1998	0.3375166338
1999	0.3375143302
