segment,rows,mae,rmse,mean_orders,mean_pred
high,7084.0,2.424160433209609,3.3415465706372816,8.45595708639187,8.942788431021091
low,18528.0,0.22805052457716266,0.6522386986491948,0.11544689119170984,0.18685743953785314
medium,19848.0,1.1448427531020453,1.948376988759448,2.2958484482063684,2.144189998168055
mega,4474.0,3.344875927873567,4.516093405914845,14.382878855610192,14.786830603789149
